transaction_id,device_type,device_info,id_30,id_31,id_33
3223498,desktop,Trident/7.0,,ie 11.0 for desktop,
3223505,desktop,,,chrome 63.0,
3223513,desktop,,,chrome 63.0,
3223515,desktop,Windows,,chrome 63.0,
3223516,desktop,,,chrome 63.0,
3223522,desktop,Windows,,chrome 63.0,
3223535,desktop,,,chrome 64.0,
3223544,mobile,iOS Device,iOS 11.2.2,mobile safari generic,2208x1242
3223557,desktop,MacOS,Mac OS X 10_10_5,safari generic,1920x1200
3223558,mobile,LG-K580 Build/MRA58K,,chrome 63.0 for android,
3223559,,,,,
3223561,desktop,Windows,,chrome 63.0,
3223563,desktop,Windows,,chrome 63.0,
3223581,desktop,Windows,Windows 7,chrome 63.0,
3223584,desktop,Windows,Windows 7,chrome 63.0,
3223585,desktop,Windows,,chrome 63.0,
3223587,desktop,Windows,,chrome 63.0,
3223592,desktop,Windows,Windows 10,chrome 63.0,1680x1050
3223595,desktop,Windows,Windows 7,chrome 64.0,1366x768
3223598,desktop,Windows,,chrome 63.0,
3223600,desktop,Windows,Windows 10,chrome 63.0,1600x900
3223608,mobile,G3313 Build/43.0.A.5.79,,chrome 63.0 for android,
3223609,desktop,Windows,Windows 10,chrome 63.0,1680x1050
3223613,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125
3223617,desktop,Windows,Windows 10,chrome 63.0,1680x1050
3223622,desktop,Windows,Windows 10,chrome 63.0,1680x1050
3223624,desktop,,,chrome 63.0,
3223626,mobile,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,
3223627,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3223635,mobile,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,
3223640,mobile,,,mobile safari generic,
3223647,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3223654,desktop,Windows,,chrome 63.0,
3223655,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3223657,,,,,
3223659,mobile,SM-G950F Build/NRD90M,,chrome 64.0 for android,
3223661,mobile,SM-G950F Build/NRD90M,,chrome 64.0 for android,
3223662,,,,,
3223670,mobile,G8141,,chrome 64.0 for android,
3223683,desktop,Windows,,chrome 63.0,
3223695,mobile,,,mobile safari generic,
3223701,mobile,SM-J730GM Build/NRD90M,,chrome 64.0 for android,
3223705,desktop,Windows,,chrome 63.0,
3223718,desktop,Windows,,chrome 63.0,
3223721,desktop,Trident/7.0,,ie 11.0 for desktop,
3223732,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125
3223752,desktop,Windows,Windows 10,chrome 63.0,1360x768
3223755,desktop,Windows,,chrome 63.0,
3223758,desktop,Windows,,chrome 63.0,
3223760,desktop,Windows,Windows 10,chrome 63.0,1360x768
3223763,desktop,Windows,,chrome 63.0,
3223764,desktop,Windows,,chrome 63.0,
3223769,desktop,Windows,,chrome 63.0,
3223772,desktop,Windows,,chrome 63.0,
3223781,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125
3223793,desktop,Windows,Windows 10,chrome 63.0,1360x768
3223804,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3223807,desktop,Windows,,firefox 58.0,
3223810,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3223817,desktop,,,chrome 63.0,
3223820,desktop,Windows,,chrome 63.0,
3223826,mobile,SM-G950F Build/NRD90M,,chrome 64.0 for android,
3223827,,,,,
3223828,mobile,iOS Device,iOS 11.2.2,mobile safari generic,2048x1536
3223839,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242
3223886,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242
3223896,mobile,SM-J730GM Build/NRD90M,,chrome 64.0 for android,
3223900,mobile,SM-J730GM Build/NRD90M,,chrome 64.0 for android,
3223924,desktop,Windows,,firefox 58.0,
3223935,mobile,SM-J730GM Build/NRD90M,,chrome 64.0 for android,
3223939,mobile,SM-N900W8 Build/LRX21V,,chrome 64.0 for android,
3223942,mobile,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242
3223948,mobile,BLU,,chrome 43.0 for android,
3223951,desktop,Windows,,firefox 58.0,
3223955,mobile,SM-J730GM Build/NRD90M,,chrome 64.0 for android,
3223959,mobile,SM-G935F Build/NRD90M,,chrome 64.0 for android,
3223960,desktop,Windows,,firefox 58.0,
3223962,desktop,rv:58.0,Mac OS X 10.13,firefox 58.0,2560x1600
3223969,desktop,Windows,Windows 10,chrome 63.0,1600x900
3223982,desktop,,,chrome 63.0,
3223990,desktop,Windows,,firefox 58.0,
3224005,mobile,5054S Build/LMY47V,,chrome 62.0 for android,
3224007,desktop,,,chrome 63.0,
3224023,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224026,desktop,Windows,,chrome 63.0,
3224027,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224034,desktop,Windows,,chrome 63.0,
3224035,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224039,desktop,rv:11.0,,ie 11.0 for desktop,
3224040,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224045,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224047,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224054,desktop,Windows,,chrome 63.0,
3224076,desktop,rv:11.0,,ie 11.0 for desktop,
3224081,desktop,Windows,,chrome 63.0,
3224083,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1136x640
3224086,desktop,rv:58.0,,firefox 58.0,
3224092,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1136x640
3224095,desktop,Windows,,chrome 63.0,
3224104,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1136x640
3224109,desktop,,,chrome 63.0,
3224112,desktop,Windows,Windows 8,chrome 63.0,1920x1080
3224122,mobile,SM-J730G Build/NRD90M,,chrome 64.0 for android,
3224128,desktop,Windows,,chrome 63.0,
3224138,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224139,desktop,Windows,Windows 10,firefox 58.0,1366x768
3224140,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,
3224143,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224144,desktop,,,chrome 63.0,
3224145,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224147,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224149,desktop,Windows,Windows 7,ie 11.0 for desktop,1920x1080
3224152,mobile,LG-H870 Build/NRD90U,,chrome 62.0 for android,
3224158,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2048x1536
3224160,mobile,LG-H870 Build/NRD90U,,chrome 62.0 for android,
3224167,mobile,LG-H870 Build/NRD90U,,chrome 62.0 for android,
3224169,desktop,rv:11.0,,ie 11.0 for desktop,
3224179,desktop,rv:11.0,,ie 11.0 for desktop,
3224181,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224182,desktop,,,chrome 63.0,
3224187,desktop,,,chrome 63.0,
3224188,mobile,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242
3224193,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3224194,desktop,,,safari generic,
3224206,desktop,,,chrome 63.0,
3224208,mobile,iOS Device,iOS 11.1.2,mobile safari generic,2208x1242
3224209,desktop,,,safari generic,
3224217,desktop,,,chrome 63.0,
3224219,desktop,,,safari generic,
3224220,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1136x640
3224221,mobile,iOS Device,iOS 10.3.3,mobile safari generic,2048x1536
3224223,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3224225,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3224230,desktop,Windows,,chrome 63.0,
3224239,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224242,mobile,iOS Device,iOS 11.2.0,mobile safari generic,2436x1125
3224253,mobile,CAM-L03 Build/HUAWEICAM-L03,,chrome 63.0 for android,
3224261,mobile,SAMSUNG SM-G891A Build/NRD90M,Android 7.0,samsung browser 5.4,1920x1080
3224267,desktop,Windows,,chrome 63.0,
3224269,desktop,Windows,Windows 10,edge 14.0,1366x768
3224278,desktop,Windows,Windows 7,chrome 63.0,1920x1080
3224279,mobile,hi6210sft Build/MRA58K,,chrome 63.0 for android,
3224281,desktop,MacOS,Mac OS X 10_11_4,chrome 58.0,1440x900
3224287,desktop,,,chrome 63.0,
3224296,mobile,hi6210sft Build/MRA58K,,chrome 63.0 for android,
3224300,desktop,Windows,Windows 7,chrome 64.0,1680x1050
3224301,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224305,desktop,Windows,,chrome 63.0,
3224311,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224312,desktop,,,chrome 63.0,
3224346,mobile,SM-J700M Build/LMY48B,,chrome 64.0 for android,
3224351,mobile,hi6210sft Build/MRA58K,,chrome 63.0 for android,
3224356,mobile,4013M Build/KOT49H,,chrome,
3224357,desktop,Windows,Windows 7,chrome 64.0,1366x768
3224363,desktop,Windows,Windows 7,chrome 64.0,1366x768
3224365,mobile,Moto E (4) Build/NMA26.42-69,,chrome generic,
3224375,mobile,Moto E (4) Build/NMA26.42-69,,chrome generic,
3224388,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224400,desktop,Windows,Windows 10,edge 16.0,1920x1080
3224409,desktop,Windows,Windows 10,edge 16.0,1366x768
3224410,desktop,Windows,Windows 10,edge 16.0,1920x1080
3224411,desktop,rv:11.0,,ie 11.0 for desktop,
3224415,mobile,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,
3224416,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224417,desktop,rv:11.0,,ie 11.0 for desktop,
3224424,desktop,Windows,Windows 10,edge 16.0,1920x1080
3224426,desktop,rv:11.0,,ie 11.0 for desktop,
3224432,desktop,Windows,Windows 10,edge 16.0,1920x1080
3224447,desktop,Windows,,chrome 63.0,
3224457,desktop,Windows,Windows 7,chrome 63.0,1600x900
3224470,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050
3224478,desktop,Windows,,chrome 63.0,
3224485,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1334x750
3224491,desktop,Windows,,chrome 63.0,
3224500,desktop,Trident/7.0,,ie 11.0 for desktop,
3224503,desktop,Windows,,chrome 63.0,
3224515,desktop,Windows,Windows 10,chrome 63.0,1680x1050
3224527,mobile,iOS Device,iOS 11.0.3,mobile safari generic,2048x1536
3224533,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3224541,desktop,,,chrome 63.0,
3224549,mobile,Moto E (4) Build/NMA26.42-69,,chrome generic,
3224553,desktop,Windows,Windows 7,chrome 64.0,1366x768
3224558,mobile,SM-G900F Build/MMB29M,,chrome 63.0 for android,
3224580,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,
3224590,desktop,Linux x86_64,,chrome 63.0,
3224614,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,
3224621,desktop,Windows,,chrome 63.0,
3224623,desktop,Windows,,chrome 63.0,
3224626,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,
3224630,desktop,,,chrome 58.0,
3224637,desktop,MacOS,Mac OS X 10_12_6,safari generic,3360x2100
3224638,mobile,SM-J730GM Build/NRD90M,,chrome 63.0 for android,
3224649,mobile,SM-J730GM Build/NRD90M,,chrome 61.0 for android,
3224665,desktop,Windows,,chrome 63.0,
3224667,mobile,,,mobile safari generic,
3224668,desktop,Windows,,chrome 63.0,
3224670,mobile,,,mobile safari generic,
3224682,mobile,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080
3224716,mobile,Lenovo K33b36 Build/MMB29M,,chrome 61.0 for android,
3224745,desktop,Windows,,chrome 63.0,
3224751,desktop,Trident/7.0,,ie 11.0 for desktop,
3224753,desktop,MacOS,Mac OS X 10_11_6,chrome 63.0,1920x1080
3224761,desktop,MacOS,Mac OS X 10_13_3,chrome 64.0,1800x1125
3224772,desktop,,,chrome 63.0,
3224779,mobile,SM-G530W,,chrome 63.0 for android,
3224783,desktop,MacOS,Mac OS X 10_13_3,chrome 63.0,1920x1080
3224787,mobile,SM-J320M Build/LMY47V,,chrome 63.0 for android,
3224800,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080
3224811,desktop,Windows,,chrome 63.0,
3224827,desktop,Windows,,chrome 63.0,
3224828,mobile,,,mobile safari generic,
3224838,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1136x640
3224858,desktop,Windows,,chrome 63.0,
3224869,desktop,Windows,Windows 10,firefox 58.0,1600x900
3224876,desktop,Windows,Windows 10,firefox 58.0,1600x900
3224877,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3224884,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3224885,desktop,Windows,Windows 10,firefox 58.0,1600x900
3224910,desktop,Windows,,chrome 63.0,
3224925,desktop,Windows,,chrome 63.0,
3224931,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1136x640
3224934,desktop,Windows,,chrome 63.0,
3224945,desktop,Windows,,chrome 63.0,
3224946,desktop,,,safari generic,
3224953,desktop,,,safari generic,
3224962,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1334x750
3224965,desktop,Windows,,firefox 52.0,
3224969,desktop,Windows,,chrome 64.0,
3224974,desktop,Windows,,chrome 64.0,
3224984,desktop,Windows,,chrome 64.0,
3224988,mobile,,Android,chrome 63.0,1280x720
3224989,desktop,,,chrome 64.0,
3224996,desktop,,,chrome 63.0,
3225008,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3225017,desktop,Windows,,chrome 63.0,
3225032,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3225036,mobile,SM-J700M Build/MMB29K,,chrome 63.0 for android,
3225042,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,
3225054,desktop,Windows,,chrome 63.0,
3225058,desktop,Windows,Windows 10,chrome 63.0,1366x768
3225075,mobile,,,mobile safari generic,
3225080,mobile,,,mobile safari generic,
3225082,desktop,MacOS,Mac OS X 10_11_6,chrome 63.0,1920x1200
3225094,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3225104,desktop,Windows,Windows 10,edge 16.0,
3225106,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3225112,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3225116,desktop,Windows,,chrome 63.0,
3225123,mobile,,,mobile safari generic,
3225124,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3225137,desktop,MacOS,Mac OS X 10_12_3,safari generic,1280x800
3225144,desktop,,,safari generic,
3225145,desktop,Windows,,chrome 63.0,
3225148,mobile,iOS Device,iOS 11.2.1,mobile safari generic,1334x750
3225157,mobile,SM-G930F Build/MMB29K,,chrome 64.0 for android,
3225162,desktop,Windows,,chrome 63.0,
3225170,mobile,SM-T810 Build/NRD90M,,chrome 64.0 for android,
3225183,mobile,iOS Device,iOS 9.3.5,mobile safari generic,1024x768
3225187,desktop,Windows,,chrome 63.0,
3225208,mobile,AX921 Build/MRA58K,,chrome 63.0 for android,
3225210,desktop,Windows,Windows 10,chrome 63.0,1366x768
3225219,desktop,,,chrome 63.0,
3225229,desktop,,,chrome 63.0,
3225235,desktop,Windows,,firefox 57.0,
3225236,desktop,Windows,,chrome 63.0,
3225237,desktop,,,chrome 63.0,
3225239,desktop,,,chrome 63.0,
3225240,desktop,rv:11.0,Windows 7,ie 11.0 for desktop,1280x1024
3225242,mobile,LG-K200 Build/MXB48T,,chrome 64.0 for android,
3225245,desktop,,,chrome 63.0,
3225252,desktop,,,chrome 63.0,
3225256,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3225264,desktop,Trident/7.0,,ie 11.0 for desktop,
3225265,desktop,,,chrome 63.0,
3225271,mobile,MotoG3 Build/MPI24.65-33.1-2,,chrome 63.0 for android,
3225274,desktop,,,chrome 63.0,
3225277,mobile,Z981 Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1920x1080
3225283,mobile,iOS Device,iOS 10.2.0,mobile safari generic,1334x750
3225284,desktop,,,chrome 63.0,
3225286,desktop,,,chrome 63.0,
3225287,desktop,,,chrome 63.0,
3225292,desktop,,,chrome 63.0,
3225296,mobile,SM-G935F Build/NRD90M,,chrome 64.0 for android,
3225299,desktop,,,chrome 63.0,
3225304,mobile,BLADE L7 Build/MRA58K,,chrome 63.0 for android,
3225311,desktop,,,chrome 63.0,
3225312,desktop,,,chrome 63.0,
3225313,desktop,Windows,,chrome 63.0,
3225326,desktop,Windows,,chrome 64.0,
3225329,desktop,,,chrome 63.0,
3225330,desktop,Windows,,chrome 63.0,
3225339,mobile,,,mobile safari generic,
3225340,,,,,
3225342,desktop,,,chrome 63.0,
3225349,desktop,,,chrome 63.0,
3225357,mobile,LG-D693n Build/LRX22G,,chrome generic,
3225359,desktop,,,chrome 63.0,
3225363,,,,,
3225393,mobile,LG-H870 Build/NRD90U,,chrome 62.0 for android,
3225407,desktop,Trident/7.0,,ie 11.0 for desktop,
3225408,desktop,Windows,,chrome 63.0,
3225409,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,2880x1800
3225410,mobile,,,mobile safari generic,
3225417,mobile,,,mobile safari generic,
3225420,mobile,LG-K410 Build/LRX22G,,chrome 63.0 for android,
3225429,mobile,,,mobile safari generic,
3225432,,,,,
3225448,mobile,,,mobile safari generic,
3225457,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3225459,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,2880x1800
3225460,desktop,Windows,,chrome 63.0,
3225467,,,,,
3225473,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3225475,desktop,MacOS,Mac OS X 10_13_1,safari generic,2560x1600
3225488,desktop,Windows,,chrome 63.0,
3225491,mobile,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser 6.2,
3225492,mobile,,,mobile safari generic,
3225495,desktop,Windows,,chrome 63.0,
3225500,desktop,,,safari generic,
3225502,desktop,Windows,,chrome 63.0,
3225508,mobile,,,mobile safari generic,
3225509,desktop,rv:42.0,,firefox,
3225516,mobile,,,mobile safari generic,
3225517,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3225535,mobile,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser 6.2,
3225539,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1334x750
3225543,desktop,Windows,,chrome 63.0,
3225544,desktop,Windows,Windows 10,firefox 58.0,1366x768
3225546,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1334x750
3225549,mobile,SM-A510M Build/NRD90M,,chrome 64.0 for android,
3225552,mobile,,,mobile safari generic,
3225555,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3225560,desktop,,,safari generic,
3225574,mobile,iOS Device,iOS 11.2.1,mobile safari generic,2208x1242
3225577,desktop,Windows,,chrome 63.0,
3225578,mobile,Lenovo-A6020l36 Build/LMY47V,,other,
3225579,mobile,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,
3225609,desktop,Trident/7.0,,ie 11.0 for desktop,
3225611,mobile,,,mobile safari generic,
3225615,desktop,,,chrome 63.0,
3225618,desktop,Windows,,firefox 58.0,
3225621,desktop,Windows,,chrome 63.0,
3225624,desktop,,,chrome 63.0,
3225626,desktop,Windows,,chrome 63.0,
3225629,desktop,Windows,,chrome 63.0,
3225630,desktop,Windows,,chrome 63.0,
3225631,mobile,LG-D331 Build/LRX22G,,chrome 64.0 for android,
3225635,desktop,Windows,,chrome 63.0,
3225638,mobile,LG-D331 Build/LRX22G,,chrome 64.0 for android,
3225639,mobile,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,
3225645,mobile,Android 6.0,,android webview 4.0,
3225652,desktop,Windows,,chrome 63.0,
3225655,desktop,Windows,Windows 10,firefox 58.0,1600x900
3225660,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3225668,mobile,SM-A310M Build/LMY47X,,chrome 64.0 for android,
3225672,desktop,Windows,,chrome 63.0,
3225673,mobile,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.2,
3225679,desktop,Windows,,chrome 64.0,
3225682,desktop,Windows,Windows 10,firefox 58.0,1600x900
3225685,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,
3225689,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,
3225700,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,
3225718,desktop,Windows,,chrome 63.0,
3225722,mobile,Android 6.0,,android webview 4.0,
3225724,desktop,Windows,Windows 7,chrome 63.0,1600x900
3225732,desktop,,,firefox 52.0,
3225736,mobile,SM-J700M Build/MMB29K,,chrome 61.0 for android,
3225744,mobile,Android 5.1,,chrome 43.0 for android,
3225751,mobile,SM-G955U Build/NRD90M,,chrome 64.0 for android,
3225759,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3225762,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3225764,mobile,HTC Desire 10 lifestyle Build/MMB29M,,chrome 63.0 for android,
3225766,desktop,Windows,Windows 10,edge 16.0,1920x1080
3225768,mobile,iOS Device,iOS 11.2.5,mobile safari generic,1334x750
3225771,mobile,,,mobile safari generic,
3225773,mobile,Turbo C5 Build/LMY47I,,chrome 64.0 for android,
3225776,mobile,SM-J700M Build/MMB29K,,chrome 63.0 for android,
3225781,desktop,,,chrome 63.0,
3225787,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125
3225790,mobile,Lenovo A2016b30 Build/MRA58K,,chrome 60.0 for android,
3225791,mobile,Blade,,chrome 64.0 for android,
3225799,desktop,Windows,,chrome 64.0,
3225805,desktop,,,chrome 63.0,
3225808,mobile,iOS Device,iOS 11.2.2,mobile safari generic,2436x1125
3225819,desktop,,,safari generic,
3225820,desktop,,,chrome 63.0,
3225826,mobile,,,mobile safari generic,
3225835,mobile,SM-T560 Build/KTU84P,,chrome 56.0 for android,
3225842,mobile,SM-N910F Build/MMB29M,,chrome 64.0 for android,
3225845,desktop,Windows,Windows 7,firefox 58.0,1920x1080
3225846,mobile,SM-G925I Build/NRD90M,,chrome 63.0 for android,
3225853,desktop,MacOS,Mac OS X 10_10_5,safari generic,2880x1800
3225860,desktop,Windows,,chrome 63.0,
3225862,desktop,Windows,,chrome 63.0,
3225867,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3225870,mobile,BAC-L03 Build/HUAWEIBAC-L03,,chrome 63.0 for android,
3225871,mobile,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,
3225877,desktop,Windows,Windows 10,chrome 63.0,1920x1080
3225878,desktop,Windows,Windows 10,edge 15.0,
3225880,mobile,SM-G531H Build/LMY48B,,chrome 64.0 for android,
3225887,mobile,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.2,
3225903,desktop,Windows,,chrome 63.0,
3225907,desktop,Windows,Windows 10,chrome 64.0,2736x1824
3225910,desktop,Windows,Windows 10,chrome 64.0,2736x1824
3225911,desktop,Windows,Windows 10,edge 15.0,
3225914,mobile,Mi A1 Build/OPR1.170623.026,,,
3225917,desktop,Windows,,chrome 63.0,
3225921,desktop,MacOS,Mac OS X 10_13_3,chrome 64.0,1366x768
3225929,desktop,Windows,,chrome 63.0,
3225933,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3225939,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1136x640
3225940,mobile,F5121 Build/34.3.A.0.252,,chrome 64.0 for android,
3225944,desktop,Windows,,edge 15.0,
3225945,desktop,,Linux,chrome 61.0,1366x768
3225946,mobile,F5121 Build/34.3.A.0.252,,chrome 64.0 for android,
3225948,desktop,Windows,Windows 10,firefox 58.0,1920x1080
3225952,mobile,SM-G955U Build/NRD90M,,chrome 64.0 for android,
3225953,mobile,LG-X240 Build/MRA58K,,chrome 64.0 for android,
3225954,mobile,SM-G955U Build/NRD90M,,chrome 64.0 for android,
3225960,mobile,SAMSUNG SM-G930F Build/NRD90M,,samsung browser 6.2,
3225964,desktop,,,chrome 49.0,
3225965,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3225966,desktop,Windows,Windows 10,chrome 64.0,3840x2160
3225972,desktop,,,safari generic,
3225975,desktop,,,chrome 49.0,
3225976,desktop,Windows,Windows 8.1,chrome 63.0,1366x768
3225979,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3225981,mobile,iOS Device,iOS 11.1.1,mobile safari generic,1334x750
3225982,mobile,iOS Device,iOS 11.1.1,mobile safari generic,1334x750
3225983,mobile,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 64.0 for android,
3225985,mobile,SM-A520F Build/NRD90M,,chrome 64.0 for android,
3225991,desktop,Windows,,chrome 63.0,
3225995,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226000,mobile,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,
3226002,mobile,SM-J700M Build/MMB29K,,chrome 63.0 for android,
3226003,mobile,SM-A300H Build/LRX22G,,chrome 64.0 for android,
3226007,desktop,,,chrome 49.0,
3226008,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1334x750
3226009,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226015,mobile,D5316 Build/19.4.A.0.182,,chrome 62.0 for android,
3226026,mobile,SM-J111M Build/LMY47V,,chrome 63.0 for android,
3226027,mobile,,,mobile safari generic,
3226030,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226036,mobile,ZTE Blade A511 Build/MRA58K,,chrome 63.0 for android,
3226038,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226041,mobile,CAM-L03 Build/HUAWEICAM-L03,,chrome 60.0 for android,
3226042,mobile,ZTE Blade A511 Build/MRA58K,,chrome 63.0 for android,
3226044,mobile,CAM-L03 Build/HUAWEICAM-L03,,chrome 60.0 for android,
3226045,desktop,Windows,,chrome 63.0,
3226051,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,
3226052,desktop,rv:57.0,,firefox 57.0,
3226055,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226060,desktop,,,chrome 63.0,
3226061,desktop,Windows,,chrome 63.0,
3226070,desktop,Windows,,chrome 63.0,
3226073,desktop,,,chrome 63.0,
3226078,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226081,desktop,,,chrome 64.0,
3226084,desktop,Windows,,chrome 63.0,
3226086,mobile,Ilium L1000 Build/LRX22G,,chrome 64.0 for android,
3226088,desktop,MacOS,Mac OS X 10_11_6,chrome 63.0,1680x1050
3226090,mobile,E5803 Build/32.4.A.1.54,,opera,
3226092,mobile,,,mobile safari generic,
3226100,mobile,SM-G610M Build/MMB29K,,chrome 63.0 for android,
3226101,mobile,Turbo C5 Build/LMY47I,,chrome 64.0 for android,
3226105,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,
3226108,desktop,,,chrome 63.0,
3226109,desktop,Windows,,chrome 63.0,
3226110,mobile,SM-A510F Build/NRD90M,,chrome 63.0 for android,
3226111,mobile,iOS Device,iOS 10.2.1,mobile safari generic,1334x750
3226114,desktop,Windows,,chrome 63.0,
3226120,desktop,MacOS,Mac OS X 10_13_1,chrome 63.0,1920x1080
3226121,,,,,
3226123,desktop,Windows,,chrome 63.0,
3226124,mobile,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,
3226125,mobile,hi6210sft Build/MRA58K,,chrome 64.0 for android,
3226126,desktop,,,chrome 63.0,
3226130,mobile,,,mobile safari generic,
